business_name,contact_page_url,main_public_phone,general_public_email
Agile BK,https://agilebk.com/,(778) 262-2542,
Agri-Trans Services,https://agri-trans.ca/contact/,250 546 8898,
Agrigem Equipment Sales,,250 938 0076,
Aim Road Maintenance,https://aim-roads.ca/contact-previous/,1 866 222 4204,
AJ's Pets and Things,https://www.ajspets.com/contact,(250) 549-3222,
Alexander's Beach Pub,,250-545-3131,
Alexis Danielsen Graphic Design,https://www.alexisdanielsen.com/,250 351 7363,
"Alison Coolican BSc, RMT",https://alisoncoolican.com/contact/,(604) 520-3660,
All Spark Electrical Inc,https://allsparkelectricinc.com/contact-us/,+1720-839-5318,
Allcare Chiropractic and Laser,https://www.allcarechirolaser.com/contact-us/,(250) 542-2386,
Allen's Antiques,,250 558 7614,
Aloha Coin Wash and Dry Cleaning,,(250) 545-8022,
Alpine Civil Engineering Consultants,,(250) 980-3728,
Alpine Holistic Health Clinic,https://medimap.ca/contact-us,7789923555,
Alys Bookkeeping,https://www.aschamber.com/contact-us.html,778 363 4018,
Amani Travel Health Clinic,https://amanitravelclinic.ca/,(778) 692-1993,
Amarin Thai Restaurant,https://amarinthairestaurant.com/contact/,(250) 542-9300,
Amazing Massage Spa,https://amazingmassagespa.doersmarketing.com/,236-514-3966,
Amigo Chicken & Mexican Restaurant,,(236) 426-2020,
Amrize Canada Inc.,https://mineconnect.com/contact/,(250) 545-7238,
Ancestral Heartbeat Tours,,778-212-855,
Andre's Electronic Experts,,(250) 542-3000,
Andrew Koppejan,,7785062277,
Andy's Sheet Metal,https://airtechmechanical.ca/contact-us/,250 540 7465,
Angie's His & Hers Salon (former business),https://www.businessinsider.com/contact,2505421359,
Angry Otter Liquor @ Monashees,https://www.angryotterliquor.crs/rw/!ut/p/z0/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zijTxcTAwNLYx8DIx9jQ0CnY1DzEL9HcMMncz0vfSjgAoMcABHA5AJRkW-zr7p-lEFiSUZupl5afn6Ecn5eSWJySX6BdlRkQC836Tv/,(250) 545-5800,
Anne C Casey Professional Services Inc,,250 838 0013,
Another World VR,https://vernon.another-world.com/contact,(236) 822-0540,
Antlers Cold Beer & Wine Store,https://lumby-bc.findstorenearme.ca/,1-250-547-2220,
Antlr Menswear,https://www.antlr.ca/contact-us,,
Antojitos Guadalajara,https://antojitosguadalajara.ca/,(236) 873-2933,
Apple Auto Glass,https://www.appleautoglass.com/not-found,(250) 542-8239,
Apple Creek Family Dental,https://armstrong-bc.agencycanada.com/,250 546 9466,
Applegate Automotive,https://www.okanagan-local.ca/contact,7785814359,
Apéro,https://aperotogo.my.canva.site/,250-241-4311,
Aqua Source Drilling Ltd.,,(250) 275-0920,
Archistruct Glass Ltd,https://archistructglass.com/contact/,(604) 721-0570,
Archway Society for Domestic Peace,,(250) 558-3850,
Argos Home Inspection,,(250) 938-7754,
Arjun Esso,,250 546 3772,
Armstrong & District Curling Club,https://armstrongcurlingclub.ca,250 306 8556,
Armstrong & District Fish & Game Association,https://www.adfga.ca/contact,250 546 9025,
Armstrong & District Garden Club,,,
Armstrong & Enderby Massage Clinic,https://kentclarkrmt.janeapp.com/,(250) 838-7050,
Armstrong Antiques,,250 938 1962,
Armstrong Auto Recycling,https://www.armstrongautorecycling.ca/,250 546 3806,
Armstrong Bakery,,250 546 8283,
Armstrong Bible Chapel,https://armstrongbiblechapel.ca/,250 546 9696,
Armstrong Carpet Care,,250 550 3976,
Armstrong Chiropractic,https://www.armstrong-chiropractic.ca/,250 546 9325,
Armstrong Collision,https://qacollision.ca/contact/,250 546 3300,
Armstrong Demo Derby,,,
Armstrong Enderby Parish,,250 546 9366,
Armstrong Enderby Riding Club,https://armstrongenderbyridingclub.ca/,778 212 5545,
Armstrong Flower & Gift Shop,https://www.armstrongflowershop.com/,250 546 8771,
Armstrong General Store,https://www.thebeerstore.ca/contact,250 546 3955,
Armstrong Inn,https://armstronginn.ca/contact-us/,250 546 3056,
Armstrong Kin Club,https://kincanada.ca/EN/Web/AboutUs/Contact-Us.aspx,250 546 6555,
Armstrong Kin Rv Park,https://www.armstrongkinrv.ca/,250 546 4041,
Armstrong Mini Storage,https://www.armstrongministorage.ca/contact-us.html,250 546 6942,
Armstrong Montessori Academy,https://armstrongpreschool.ca/contact/,250 309 2705,
Armstrong Painting & Decorating,https://armstrongdecor.com/contact-us/,250 546 8241,
Armstrong Pharmacy & Wellness Company,https://www.guardian-ida-remedysrx.ca/en/british-columbia/armstrong-station/armstrong-pharmacy-a-wellness-centre-7015036?utm_source=google&utm_medium=maps&utm_campaign=local_presence,250 546 3169,
Armstrong Physiotherapy Clinic,,250 546 2468,
Armstrong Pro I.T,https://tocg.ca/,250 517 9722,
Armstrong Regional,https://www.roomies.ca/contact,,
Armstrong Regional Co-Op,https://armstrong.coop/,250 546 9486,
Armstrong Regional Cooperative,,(250) 546-9438,
Armstrong Seniors Activity Centre,,250 503 7299,
Armstrong Seventh-Day Adventist Church,https://armstrongadventist.ca/contact/,250 546 8555,
Armstrong Spallumcheen Health Care Auxiliary - Bargain Bin,http://armstrongbin.ca/contact/,,
Armstrong Spallumcheen Medical Equipment Loan Cupboard,https://www.armstrongloancupboard.com/contact,778 442 5255,
Armstrong Spallumcheen Museum & Archives Society,https://armstrongspallmuseumart.com/,250 546 8318,
Armstrong Spallumcheen Parks And Recreation Commission,,250 546 9456,
Armstrong Toastmasters 2645,https://www.toastmastersclubs.org/welcome/?Aql8,250 938 9551,
"Army, Navy, & Air Force Veterans Unit #5",https://anafvetsunit5.ca/,(250) 542-3277,
Arrowleaf Cellars,https://www.arrowleafcellars.com/,,
Art Schmidt Optical,https://artschmidtoptical.com/contact-lenses/,(250) 545-4481,
Artistic Hair Design,https://artisticdesignhair.com/,(250) 545-1745,
Arts Council of the North Okanagan,https://acno.ca/contact,(250) 542-6243,
Ascent Employment Law,,(236) 471-7550,
Ashley Home Store,https://stores.ashleyhomestore.ca/,(250) 545-0535,
Asian Avenue,https://www.asianavenue.ca/contact-us,250-549-4858,
Askew's Armstrong Bakeshop,https://armstronglocal.ca/,250 546 8557,
Asparagus Community Theatre,https://www.asparagus-community-theatre.com/,250 546 9601,
Associated Environmental Consultants Inc.,https://contracts.opennwt.ca/,(250) 545-3672,
Associated Ready Mix,https://armconcrete.ca/contact/,250 546 3873,
At Ease Property Inspections,https://ateaseinspections.ca/contact,(250) 258-6186,
Atlantic Industries,https://www.ail.ca/contact/,250 546 9479,
Attridge Ski & Board,https://www.attridge.ca/,250-542-1515,
Aubin & Associates Notaries Public,https://aubinandassociates.com/contact/,2507655133,
Aurora Aviation Group of Companies,https://aurora-aviation.aero/en/contact/,(236) 600-9500,
Autowear Accessories,,250 838 9400,
Avalon Event Rentals,https://www.eventective.com/,(250) 541-0945,
Avenue Pizza,,1-250-547-2007,
B Y The Numbers Bookkeeping,http://www.btn2010.com/,250 546 8960,
B&C Barker Wealth Group,https://barkerwealth.ca/contact,(250) 545-5258,
Backus Services Ltd,https://backus.ca/contact/,250 309 0033,
Baking Time,,778 932 0303,
Balancing Act Bookeeping,,2505450750,
Bamboo Beach Fusion Grill,https://restaurantguru.com/contactus,(250) 542-7701,
Bamko,https://bamko.net/,(250) 558-1434,
Bank of Montreal,,,
Bank of Montreal BMO,,(250) 549-4000,
Bank of Nova Scotia,https://www.scotiabank.com/contactus,(250) 260-5500,
Banner Recreation & Marine,,(250) 542-0418,
Bannister GM - Vernon,https://www.bannistergmvernon.com/contact/,(250) 545-0606,
Bannister Honda,https://www.bannisterhonda.com/contact/,(250) 545-0531,
Bargain Bin,,250 546 8813,
Base Camp Chiropractic and Sports Rehab,https://www.basecampclinic.com/contact,(250) 307-7819,
Bassani Tech,https://www.bassanitech.com/contact/,(204) 748-8857,
Battmasters,https://www.battmasters.ca/,(604) 996 2934,
BBDB's Becky's Backdoor Beans,https://www.avito.ru/,7788403478,
Bc Cargo Trailers,https://www.bccargotrailers.com/contact/,250 546 6999,
Bc Dairy Association,https://bcdairy.ca/contact/,1 800 242 6455,
BC Hydro,https://www.bchydro.com/contact.html,(250) 549-8531,
Bc Liquor Store,https://www.bcliquorstores.com/contact,250 546 9476,
BC Prosthetics and Orthotics,https://www.bcpo.ca/contact-us,2508683394,
Bc Small Wetlands Association,,250 546 5021,
BD Janitorial Ltd.,,(250) 351-0760,
BDM Motorsports,https://www.vernonpolaris.com/en/,(250) 549-3730,
Bdo Canada Llp,https://www.bdo.ca/contact,250 545 2136,
Beach Life Boards,,778-806-9480,
Beacon Electric,,778 212 8223,
Bean Scene Coffee House,https://beanvernon.ca/home,(250) 558-1817,
Beaver Lake Lodge,https://secure.birds.cornell.edu/cassso/login?service=https%3A%2F%2Febird.org%2Flogin%2Fcas%3Fportal%3Debird&locale=en_US,,
Bemer,https://liz-nenasheff.bemergroup.com/en_ca/human-line/home/,250 938 5085,
Benefitwest Consulting Group,https://benefitwest.ca/contact/,(250) 558-5450,
Best in Show on the Go Dog Grooming,https://www.bestinshowonthego.ca/,(250) 718-5137,
Best Western Pacific Inn and Suites,https://ca.trip.com/?locale=en-ca,(250) 558-1800,
Best Western Premier Route 97,,,
Best Western Premier Vernon,,(250) 558-5000,
Beyond Beauty Medi Spa,https://beyondbeautymed.com/contact/,(250) 260-1500,
Beyond Belief Escape Rooms,https://beyondbelief.ca/contact-us/,(888) 944-9565,
BGCO,https://www.bgco.ca/contact-us/,(250) 542-3121,
Big Sun Beachwear,https://bigsun.ca/,250-545-9313,
Bigfoot Industries,https://bigfootrv.com/contact,250 546 2155,
BigSteelBox,,(250) 260-6505,
BioHarmony Inc.,https://www.bioharmony.ca/contact,(250) 558-7973,
Birch Hill Studio,https://birchhillstudio.com/,250-541-7557,
Black Cat Crossing Farm,https://www.blackcatcrossing.ca/contact-us,250 878 3936,
Blacktop Maintenance Ltd.,https://www.blacktopmaintenance.ca/contact-us/,(778) 823-3259,
Blaine Rhymer,https://www.lakecountrychamber.com/contact,+672-969-5670,
Blanca's Hairstyling,,(250) 308-1037,
Blanca's Hairstyling & Esthetics on the Go,,,
Blast from the Past Antiques,https://www.blastfromthepastantiques.ca/,(250) 549-2929,
Blenz Coffee,,(250) 545-9599,
Bloom Flower Festivals,,604 217 5726,
Blue House Creations & Events,https://www.eventbrite.com/organizer/contact-sales/,(250) 542-5983,
Blue Mountain Nursery,,250 546 8181,
Bluebird Sport and Spine,https://bluebirdsportandspine.ca/contact/,(250) 545-7545,
Bobbi-Jo Gordon,,(250) 540-5586,
Bobcat of Vernon,,(778) 475-5551,
Bonita Beauty & Wellness,https://reviews.birdeye.com/,6047205220,
Booster Juice,,(236) 426-4459,
Border Plumbing & Heating Ltd,,,
Bosash Contracting,https://www.eriksrenos.ca/,1-250-938-3911,
Bosley's By Pet Valu,https://bosleys.com:443/,,
Boston Pizza,https://bostonpizza.com/en/contact-us.html,(250) 558-0669,
Bourbon Street Bar and Grill,https://www.prestigehotelsandresorts.com/contact/,778-475-7224,
Brabyn Business Solutions,https://tsutsweye.ca/contact-us/,250 833 6008,
Bracken Insurance-Cooperators,https://local.cooperators.ca/contact,(250) 542-6300,
Branded Custom Woodworks Ltd,https://brandedcustomwoodworks.ca/,250 306 7704,
Brown International Services,,250 546 6518,
Browns Socialhouse,https://www.brownssocialhouse.com/villagegreen,778-475-1968,
Browns Transport Inc,,(250) 542-4254,
Budget Blinds,,(250) 275-2735,
Bullzeye Media Marketing Canada,https://bullzeyemediamarketing.com/contact-us/,(250) 549-1200,
Business Development Bank of Canada,https://www.rbcroyalbank.com/,,
Buy Now Research Later,https://saltfowler.com/contact.html,2505409284,
Bylaw Compliance,https://www.vernon.ca/government-services/contact-us,(250) 550-3505,
C&D International Furtraders,https://a1furtraders.com/contacts/,(250) 351-4626,
Cactus Club Café,https://www.cactusclubcafe.com/contact-us/,,
Caetani Centre,https://www.caetani.org/contact-us,(250) 275-1525,
Calibre Roofing And Sheet Metal,,250 540 8623,
Callahan Property Group,https://callahanpg.ca/contact/,250.717.3000,
CanaClean,https://www.canaclean.ca/contact,(250) 545-4848,
Canada Post Corp. - Armstrong,https://www.canadapost-postescanada.ca/cpc/en/support.page#panel2-1,250 546 8274,
Canada's Best Value Inn & Suites Vernon,https://www.sonesta.com/canadas-best-value-inn/bc/vernon/canadas-best-value-inn-suites-vernon,250-549-1241,
Canadian 2 For 1 Pizza,https://order.canadian2for1pizza.com/location/armstrong/,250 546 8889,
Canadian Imperial Bank of Commerce,https://cibc.banklocationmaps.com/,(250) 260-6307,
Canadian Imperial Bank of Commerce (27th Street Branch),https://www.cibc.com/en/contact-us.html,(250) 260-6300,
Canadian Mental Health Association,https://cmhavernon.ca/contact-cmha-vernon/,(250) 542-3114,
Canadian Royal Antiques Post,,250 307 4908,
Caravan Farm Theatre,https://caravanfarmtheatre.com/contact/,(866) 546-8533,
Carla Lee Real Estate,https://www.remax.ca/,1-250-547-9266,
Carmel Of St. Joseph,https://www.carmelspall.org/contact-us/,250 546 8801,
"Caroline Radics, CLU, CHS",https://vernonchamberbc.chambermaster.com/contact,(250) 308-7253,
Carolyn Henstock - Invis,,250 260 0910,
Cash Money,https://www.moneygram.com/locations/us/en,2502758253,
Castle at Swan Lake,https://www.swanlakecastle.com/contact-and-reviews/,(778) 475-4232,
Cathi's Bookkeeping,https://legaldirectorate.ca/contact-us,250 546 9207,
Cc Bloom Flower Farm,https://www.ccbloom.ca/,250 309 7209,
Cedar and Soak,https://www.cedarandsoak.com/contactus,(250) 309-6279,
Cedar Falls Campground,https://www.cedarfalls.ca/contact.html,250-558-1559,
Centre Drycleaners,https://www.centredrycleaners.ca/,(250) 545-2002,
Century 21 (merged with Coldwell Banker out of BIA),https://www.coldwellbanker.com/,,
Chapman Sand & Grave L Ltd,https://chapmansand.com/contact,250 546 3340,
"Charlene Silvester, Notary Public",https://www.vernonnotary.com/contact/,(250) 542-4313,
Chartwell Carrington Place Retirement Residence,https://chartwell.com/contact-us,(250) 545-5704,
Cheek To Cheek,,,
Cheek To Chic,https://www.cheektochic.ca/contact-us/,(250) 542-3347,
Cherz Salon,,(250) 309-3662,
Chevron,,250-558-5595,
Chicken Little Baby and Kids,https://www.chickenlittle.ca/,250-549-1221,
Chiropractic,https://northokanaganchiroandmassage.ca/,250 546 6699,
CIBC Lake Country,,,
Cindy's Hair Studio,https://hair-studiolubertsy.clients.site/,250-307-0783,
Circus Clouds,https://circusclouds.com/contact,250-545-5281,
City Furniture & Appliances Ltd.,,(250) 549-3121,
City Furniture Downtown Outlet,,(778) 475-3185,
CLA Financial Management Services,https://www.claconnect.com/en/contact-us,,
Click-A-Geek Tech Support Ltd.,,(250) 542-4335,
Cm Manufacturing,https://www.armstrong-tech.com/contact-us/,250 546 8883,
CMD Accounting Services Inc.,https://www.cmdasrv.com/,(250) 558-2989,
Co-op (32nd St Co-op Service Station),https://vernonmatters.ca/2025/12/23/contact-is-lost-with-a-private-jet-heading-for-libya-after-takeoff-from-turkey-official-says/,1-236-4261423,
Coats of Many Colors,,(250) 309-8490,
Coldwell Banker Executives Realty,,(250) 549-2103,
Coldwell Banker Horizon Realty,https://www.kelownarealestate.com/contact,(250)860-7500,
Collectors Direct,https://www.globuya.com/contact,778-943-1090,
Comfort Keepers,https://www.comfortkeepers.ca/contact-us/,(778) 214-2464,
Community Dental Access Centre,https://okanagankids.com/,(778) 475-7779,
Community Futures North Okanagan,https://www.futuresbc.com/contact/,(250) 545-2215,
Community Living BC,,250-549-5490,
Community Roofing Co. Ltd.,https://www.communityroofing.ca/contact-us,(250) 549-4500,
Consumed Autoworx,https://point-s.ca/,(250) 558-2340,
Context Counselling,https://contextcounselling.ca/contact/,236-600-9923,
Cool Creek Energy,https://www.coolcreek.ca/contact-us/,250 546 9461,
Cora Breakfast and Lunch,https://www.chezcora.com/,(250) 549-2672,
Corbett Office Plus,https://corbettoffice.com/404.aspx,(250) 549-2236,
Core Creations,,250 500 3273,
Cost Cannabis,https://costcan.ca/contact-us/,250 546 0442,
Cotton's Chocolates,,(250) 503-2535,
Cottonwood Clinic,https://www.healthlinkbc.ca/search?kw=contact,2505457607,
Country Cottage B&B,http://www.vernoncountrycottage.com/contact.html,250-938-7521,
Country Manor Catering & Food Services,,250 215 0144,
Country Tractor,,250 546 3141,
Country West Supply,https://www.countrywestsupply.com/,(604)847-3737,
Cowork Vernon,https://coworkvernon.com/,,
Crane Enterprises,,250 549 0792,
Credit Bureau of Vernon,https://www.bccreditbureau.com/contact,(250) 545-5351,
Creekside Landing Retirement Community,https://www.kaigo.ca/contact-us/,(250) 549-9550,
Crescent Falls Veterinary Hospital,https://topvet.net/,(250) 545-8200,
Crimson Oath Tattoo,https://www.crimsonoathtattoo.com/,(250) 545-0288,
Crosby Lawyers,https://www.canadianlawlist.com/contact,(250) 558-5790,
CrossFit Vernon,https://www.crossfitvernon.ca/contact-crossfit-vernon-in-vernon-bc,(250) 540-1530,
Crowne Speech and Language Services,https://www.gov.uk/contact,(250) 308-1916,
Cruising the Okanagan,,1-250-309-3237,
CTR Mechanical Ltd.,,(778) 692-7847,
Culos & Co,,250 546 2448,
Curry Pot Indian and Nepalese Cuisine,https://currypotvernon.com/contact-us/,(250) 545-9195,
Cypress Funeral & Cremation Services,https://cypressfuneral.ca/contact/,(250) 558-0866,
D&M Auto Recycling,https://armstrong.coop/,,
Dairy Farmers Of Canada,https://dairyfarmersofcanada.ca/en/dairy-in-canada,613 236 9997,
Dairy Queen,,778 442 1200,
Daniel Poulin Law,https://poulinlaw.ca/contact-us,(236) 426-2555,
David Venter Chartered Professional Accountant Inc,https://www.venter.ca/contact,(778) 215-4695,
Davidson Lawyers LLP,,(250) 542-1177,
Davison Orchards Country Village,https://www.davisonorchards.ca/contact,(250) 549-3266,
Days Inn Vernon,,250-549-2224,
"Deanna Beaudoin, Edward Jones Financial Advisor",https://www.edwardjones.ca/ca-en/contact-us,(778) 790-0840,
deBoersap Refinishing,https://www.deboersaprefinishing.ca/,(250) 545-3813,
Dedora Schoenne Appraisers,https://dsappraisers.com/contact-us,(250) 542-2222,
Del Selin Gunsmith Ltd,https://www.henryusa.com/contact-henry-repeating/,(250) 545-6413,
Delaney Properties,https://www.starofservice.ca/,(250) 550-2120,
Delia's Nails,https://www.deliasnails.ca/,(250) 503-6116,
Destanne Norris Of Waterline Studio,,250 307 1611,
Diamond Parking Ltd,https://www.diamondparking.ca/contact-us/,1-888-587-1111,
Diamond West Builders,https://www.diamondwestbuilders.ca/contact/,250 550 4396,
Diana Share The Share Team,,,
Digger Civil Contractors Ltd,https://www.diggersconstruction.ca/contact-jobs-vernon/,250.545.0771,
Dignity Memorial - First Memorial Funeral Services,https://www.dignitymemorial.com/contact-us,8003434464,
Diner on Six,,(778) 475-5979,
Direct Travel,,(250) 542-5371,
Discovery Consultants,https://discoveryconsultants.com/,(250) 542-8960,
Discovery Optometry,https://discoveryoptometry.com/contact/,(250) 503-2020,
Distinctive Décor Antiques,https://www.vancouverisawesome.com/tri-city-news-archive,(250) 549-5010,
District of Coldstream,https://www.coldstream.ca/contact,(250) 545-5304,
Diversity Den Society,https://www.diversityden.ca/,(250) 241-0745,
DNA Irrigation Design & Consulting,https://canadianbusinessphonebook.com/contactus,,
Dogwood Records,https://dogwoodrecords.carrd.co/,(236) 426-2646,
Dollar Dollar Armstrong,,250 546 0535,
Dollar Dollar Lumby,,1-250-547-9848,
Dollarama,https://www.dollarama.com/,2502758263,
Donald's Machine Works,https://www.donaldsmachine.ca/contact,250 542 5557,
Dorian's Greek Taverna,https://doriansgreektaverna.ca/contact-us/,250-558-5100,
Down Under Pipe Inspection Ltd,,(250) 938-1213,
Dr F B Healey Inc,,(250) 545-3233,
"Dr Gary Wessels, Inc",https://thevernondentist.com/contact/,(250) 542-1045,
Dr Michael Cooke,https://www.vernonpediatrics.org/contact-us,(250) 558-5506,
"Dr. Abdel-Kader Inc.,",https://www.bcdoctordirectory.ca/contact,(250) 542-3475,
Dr. Alfred T. Chan Medical Inc,https://www.healthdoc.ca/contact,(250) 545-2034,
Dr. Eiko Waida,,,
Dr. Eva Risling,https://wildsmd.com/about-us,,
Dr. Fred Dyck Inc,,(250) 542-5520,
Dr. Hamish Hwang,https://doctorhwang.ca/,250-545-2288,
Dr. J.Mark Wasylyk Inc,https://www.health-local.com/,(250) 545-2169,
Dr. Kenneth P Lawrence,https://kpldental.ca/contact,(250) 549-3113,
Dr. Louis B. Boucher Medical Services Inc,https://infonews.ca,2505492266,
Dr. Paul C. Smylie Inc,,(250) 542-6033,
Dr. Phebe-Jane Poole,https://pjpoole.com/contact-us/,(250) 307-3015,
Dr. Shawn Lee Corp,,2505421315,
"Dr. Teresa Cline, Dnm",https://www.drteresa.ca/contact,250 214 3344,
Dragonfli Studio,,,
Drawing It Out,https://www.drawingitout.com/contact,778 558 3544,
Drax,https://www.drax.com/contact-us/,(250) 258-8672,
Driving Miss Daisy,https://drivingmissdaisy.ca/contact/,250 540 0975,
Dugas Law,https://www.bclawyers.ca/contact/,(778) 475-5924,
Dunbar Automotive,https://www.dunbarauto.ca/contact-us,(250) 545-7733,
Eagle Rock Plumbing & Heating,,(250) 540-8166,
Eagle Rock Towing,https://www.eaglerocktowing.com/contact-us,250 546 8290,
Eaglerock Crane & Welding,,250 309 0982,
Earls Kitchen + Bar,https://earls.ca/contact/,,
Earls Restaurant,,(250) 542-3370,
East Hill Crossing Café,https://easthilleatery.com/,236-426-0330,
Eatology,https://www.eatology.ca/contact/,(236) 426-4400,
Ebenezer's,https://lmusic.kz/,(250) 542-0980,
Ebus,https://www.myebus.ca/contact/,1-877-769-3287,
Ecora,https://www.workopolis.com/,250-469-9757,
Ed's Mobile Kayaking,https://edskayak.ca/contact/,250-550-5980,
Edge Apparel and Imprints,https://edgeimprints.com/contact/,(236) 426-2250,
Edge Of The Earth Winery,https://edgeearth.ca/,250 546 2164,
Edo Japan,,(250) 275-1588,
Edward Jones,https://exit-planning-institute.org/contact-us,,
Elemental Family Counselling,https://www.elementalfamilycounselling.ca/,(236) 428-4994,
Elements Bus Repair and Parts Ltd.,https://ca.nextdoor.com/,(778) 319-2630,
Elevated Building Envelopes Ltd,https://elevatedbe.com/contact-us/,(250) 542-5544,
Emerald HR Solutions,,,
End of the Roll,,(250) 558-0401,
Enlighten Hair & Tanning Salon,,(250) 351-4349,
EPS Electric Ltd,https://www.electricpower.cc/contact,(250) 306-0215,
Errands and Beyond,https://errandsandbeyond.ca/contact-us,(250) 309-3425,
eSafetyFirst Canada,https://esafetyfirst.com/courses/whmis/,(866) 470-7740,
Escape Tanning & Esthetics,https://okanagango.com/contact/,250 307 4566,
Eunike Boutique,,(250) 549-1304,
European Timberframe Corporation,http://timberframecorp.com/contact,,
Everdene Consulting,http://www.everdeneconsulting.com/contact,(778) 988-7153,
Evergreen Building Maintenance,https://evergreenmaintenance.ca/contact/,(647) 494-9436,
Evolve Beyond Education Solutions,https://www.evolveeducationsolutions.com/contact,(780) 897-4744,
Evolve Digital Solutions LTD,,(905) 717-3725,
Evolve Leadership Developmen T,,250 503 7786,
Ex Nihilo Vineyards,,,
Ex Nihilo Vineyards & Tasting Room,,250-766-5522,
Exclusive Marine Sales,https://www.exclusiveautomarine.com,(778) 943-2177,
Fair Realty - Stephanie Sexsmith,,(250) 503 6809,
Fairfield Inn & Suites by Marriott,,250-260-7829,
Fairway Appliance,https://fairwayapplianceservice.ca/,,
Fam Care Medical,https://pathwaysmedicalcare.ca/contact/,250-549-1216,
Family Chiropractor,https://armstrongfc.com/,250 832 4186,
Family Matters Counselling,https://www.familymatterscounselling.com/,250-938-6022,
Family Tax Time,https://familytaxtime.ca/contact/,2503517449,
Farmer's Market Association of Lake Country,https://www.derekleippi.com/contact,+1-250-317-7881,
Farmhouse Pizza and Donair Ltd,https://www.farmhousepizzaanddonair.com/,(250) 503-0110,
Farmstrong Cider Company,https://www.farmstrongcider.com/,250 309 2609,
Farrer Rentals Ltd. (also dba Ren-Con Supply),https://rencon.ca/,(250) 545-9108,
Farrow Built,https://farrowbuilt.ca/contact,,
Fenske Financial Coaching & Planning,https://www.fenskefinancialcoaching.com/contact-us,(250) 306-1256,
Fermco Party Shoppe,https://www.fermcorentalsandsales.ca/contact/,(250) 549-2002,
Fieldnotes Market,https://www.fieldnotesmarket.ca/,250 884 2331,
Fields,,1-250-547-8735,
Fieldstone Organics,https://www.fieldstoneorganics.ca/contact/,250 546 4558,
Fig Bistro (The),https://vernon.com/contact,(250) 558-5983,
Final Touch,https://www.finaltouchgroup.com/contact,250 546 1949,
Firefly Eatery,,(236) 873-2863,
First Data,https://www.clover.com/ca?utm_source=chamber_banner&utm_camp,(905) 282-6176,
First Nations Employment Services,https://www.vernonfirstnationsfriendshipcentre.com/contact-us/,(250) 558-3345,
Fisher's Home Hardware,https://www.homehardware.ca/en/landing/contact-us,2505424321,
Five Fathoms Tattoo,https://www.fivefathomstattoo.com/contact-us,(250) 260-7843,
Five Star Awards Ltd,http://www.fivestarawards.ca/contact-us,(250) 275-2600,
Flesh Body Piercing,https://www.fleshbodypiercing.com/contact,(250) 306-7038,
Fletcher's Keep Senior Dog Foundation,,(250) 564-2334,
Flow Physiotherapy and Wellness,https://flowphysio.ca/,(250) 541-9333,
Foothill Rocks Import + Export Inc,https://www.foothillrocks.com/,(250) 503-4731,
For Good Measure Inc,,(250) 307-0076,
For Men Only Barbershop,https://vernonbarbershop.ca/,(250) 549-1017,
Fortune Creek Ida Pharmacy,https://fortunecreekidapharmacy.com/contact/,250 546 1411,
Fortune Creek Kennels,http://www.fortunecreekkennels.com/,(250) 546-8639,
Fountain Tire Vernon,,(778) 475-0054,
Four Seasons Promotional Management,https://4seasonspromo.com/,,
Freedom Body Piercing and Tattoo,,(250) 558-3733,
Freedom Flight School,https://www.freedomflightschool.com/,250-891-4447,
Fresh Lemongrass Vietnamese Restaurant,,778-475-1688,
Fresh Start Interiors,https://vernonsinteriors.co.uk/,(403) 667-6671,
FreshCo,,,
FreshCo Pharmacy,https://oatrx.ca/contact,250-542-8008,
FreshMart,https://www.freshmart.ca/,1-250-547-2236,
Friesen's Country Tyme Gardens,https://www.friesenscountrytyme.com/contact/,250-549-3587,
Frugal Frocks,https://www.frugalfrocks.ca/,250 546 3448,
Full Charge Cycles (formerly Vernon E Ride),,(236) 426-4002,
Furmanek Jewellers,https://furmanekjewellers.com/vernon-jewellers-contact-us/,(250) 549-3737,
G.R.S. Enterprises Ltd,,250 546 9101,
Gathering Grounds Thrift,,778 442 0019,
Gathering Grounds Thrift Store & Express Printing,,,
Gatzke's Farm Market,https://www.gatzkeorchard.com/,,
GG-Technik Sales & Service Inc,https://www.gg-technik.ca/,,
Gilmay RV,https://gilmay.ca/contact/,(250) 503-2221,
Glad Tidings Pentecostal Church,https://www.gladtidingsarmstrong.ca/,250 546 3818,
Glenbawn Landscape Construction Ltd,https://www.glenbawn.ca/contact,(250) 899-8985,
Global West Commercial,,250-503-3477,
Glohaven Community Hub,https://glohaven.com/contact,(250) 503-6126,
Go Local Post Cards,,250 540 5904,
Godard Excavating & Bobcat Services,https://www.godardexcavating.com/contact/,250 938 1000,
Goertzen Residential Design,,(250) 549-7095,
Gold Panner Campground,https://campgoldpanner.com/,250-463-4653,
Gold'N Time Jewellery,https://www.goldntime.ca/contact,(250) 545-7997,
Good 'N' Plenty Produce,,250 546 6862,
Gorman Bros Lumber LTD,https://www.gormanbros.com/contact-us/,1-250-768-5131,
Government Of Canada,https://www.canada.ca/errors/404.html,1 800 622 6232,
Grandpa's Heart at Nicklen Lake,https://www.grandpasheart.ca/contact,604-799-8851,
Grandview Flats Cemetery,https://www.vdfhs.com/cemeteries/north_okanagan/armstrong_spallumcheen/grandview/flats_cemetery.html,,
