business_name,contact_page_url,main_public_phone,general_public_email
Cheek To Chic,https://www.cheektochic.ca/contact-us/,(250) 542-3347,
Chelsea's Basic House Cleaning,,250-306-1038,
Cherz Salon,,(250) 309-3662,
Chevron,,250-558-5595,
Chicken Little Baby and Kids,https://www.chickenlittle.ca/,250-549-1221,
Child and Youth Mental Health,,+1-250-558-2775,
Chiropractic,https://northokanaganchiroandmassage.ca/,250 546 6699,
Chopsticks,,+12507661111,
Chris Bileske Electric,https://cbelectric.org/,250-550-6591,
Chris Holm & Associates: Okanagan Realtors,https://www.chrisholmrealestate.ca/,250-309-0039,
"Christie De La Perrelle, Rmt",,250-354-8752,
Christopher Plumber,,250-542-0657,
Christopherson Al Lepage,https://cantonmuseum.org/contact/,250-955-2188,
Cindy's Hair Studio,https://hair-studiolubertsy.clients.site/,250-307-0783,
Circus Clouds,https://circusclouds.com/contact,250-545-5281,
City Furniture & Appliances Ltd.,,(250) 549-3121,
City Furniture Downtown Outlet,,(778) 475-3185,
Clark Doug Construction,,250-838-6230,
Clarks Tile Roofing,,250-549-7074,
Classic Auto Repair,https://neighborsautorepair.ca/,2505493133,
Classic Roofing,https://roofmart.ca/contact/,250-546-3451,
Cleanfreaks,https://www.reverbnation.com/contact,250-938-7207,
Cleanplus,,250-212-3311,
Clear Fx Window Cleaners,https://www.clearfxwindowcleaners.ca,250-307-3760,
Clear Reflections Window Cleaning,https://www.clearestglass.ca/,250-515-6139,
Cleverley Real Estate,,236-426-1009,
Click-A-Geek Tech Support Ltd.,,(250) 542-4335,
Club Mara Resort Ltd,,250-838-6226,
Cm Manufacturing,https://www.armstrong-tech.com/contact-us/,250 546 8883,
CMD Accounting Services Inc.,https://www.cmdasrv.com/,(250) 558-2989,
Co-op (32nd St Co-op Service Station),https://vernonmatters.ca/2025/12/23/contact-is-lost-with-a-private-jet-heading-for-libya-after-takeoff-from-turkey-official-says/,1-236-4261423,
Coats of Many Colors,,(250) 309-8490,
COBS Bread,https://www.cobsbread.com/pages/contact#erid54435797,+18336082200,
COLDSTREAM CHINESE RESTAURANT,https://snackscafe.com/,250-503-1878,
Coldstream Electric,,250-558-7854,
Coldstream Willows,http://www.coldstreamwillows.ca/contact,250-260-3446,
Coldwell Banker Executives Realty,,(250) 549-2103,
Coldwell Banker Horizon Realty,https://www.kelownarealestate.com/contact,(250)860-7500,
Colin Manning,https://www.legal500.com/contact-us,780-236-3895,
Collectors Direct,https://www.globuya.com/contact,778-943-1090,
Colossal Cakes,,250-808-2718,
Combined Mechanical Contractors Ltd,https://vernon-bc.1c1.ca/,250-542-6213,
Comfort Keepers,https://www.comfortkeepers.ca/contact-us/,(778) 214-2464,
Commercial Construction Supply (Kelowna) Ltd,,250-545-2800,
Commonage Construction Ltd.,https://opencorporates.com/contact/,250-899-2420,
Community Dental Access Centre,https://okanagankids.com/,(778) 475-7779,
Community Futures North Okanagan,https://www.futuresbc.com/contact/,(250) 545-2215,
Community Living BC,,250-549-5490,
Community Roofing Co. Ltd.,https://www.communityroofing.ca/contact-us,(250) 549-4500,
Condor Systems Ltd,https://condorsigns.ca/contact-us/,250-545-7474,
Consumed Autoworx,https://point-s.ca/,(250) 558-2340,
Context Counselling,https://contextcounselling.ca/contact/,236-600-9923,
Cool Creek Energy,https://www.coolcreek.ca/contact-us/,250 546 9461,
Cora Breakfast and Lunch,https://www.chezcora.com/,(250) 549-2672,
Corbett Office Plus,https://corbettoffice.com/404.aspx,(250) 549-2236,
Core Creations,,250 500 3273,
Cost Cannabis,https://costcan.ca/contact-us/,250 546 0442,
Cotton's Chocolates,,(250) 503-2535,
Cottonwood Clinic,https://www.healthlinkbc.ca/search?kw=contact,2505457607,
Country Cottage B&B,http://www.vernoncountrycottage.com/contact.html,250-938-7521,
Country Manor Catering & Food Services,,250 215 0144,
Country Stone Builder's Ltd,https://www.countrystonebuildersltd.com/contact,250-545-7903,
Country Tractor,,250 546 3141,
Country West Supply,https://www.countrywestsupply.com/,(604)847-3737,
"Courtney Martin, Rmt",https://medium.com/,250-307-9441,
Cpa Cloud Services,https://www.cloud-cpa.com,778-930-0878,
Craft Nurseries Canada Inc,https://www.organnicraft.ca/contactus,778-480-6552,
Crane Enterprises,,250 549 0792,
Creatabls Clothing- Bra Heaven,,250-545-9806,
Creation Woodworks & Flooring,,250-938-8828,
Creative Concepts,https://customcarconcepts.ca/contact-us,(250) 260-1995,
Credit Bureau of Vernon,https://www.bccreditbureau.com/contact,(250) 545-5351,
Creekside Animal Clinic,https://www.creeksideanimalclinic.com/contact-us,250-549-3533,
Creekside Landing Retirement Community,https://www.kaigo.ca/contact-us/,(250) 549-9550,
Crescent Falls Veterinary Hospital,https://topvet.net/,(250) 545-8200,
Crimson Oath Tattoo,https://www.crimsonoathtattoo.com/,(250) 545-0288,
Crosby Lawyers,https://www.canadianlawlist.com/contact,(250) 558-5790,
CrossFit Vernon,https://www.crossfitvernon.ca/contact-crossfit-vernon-in-vernon-bc,(250) 540-1530,
Crowne Speech and Language Services,https://www.gov.uk/contact,(250) 308-1916,
Cruising the Okanagan,,1-250-309-3237,
Crystal Glass Canada Ltd,,250-545-4355,
Crystal nails,https://vernoncrystalnails.com/,+16137798540,
Crystal Sinclair,https://legacy.livewebroom.com/go8,250-808-3535,
Csi Code Systems Inc,https://www.crunchbase.com/,250-766-0577,
CTR Mechanical Ltd.,,(778) 692-7847,
cuisine Of India,https://spiceon6.com/,+1-778-475-0877,
Culos & Co,,250 546 2448,
Curbside Landscape & Exterior,,250-308-7232,
Curry Pot Indian and Nepalese Cuisine,https://currypotvernon.com/contact-us/,(250) 545-9195,
Curves,https://www.curves.com/ca/contact-us,250-546-3230,
Custom Concept Painting,https://www.shopinvernon.com/Custom-Concept-Painting/508634.htm,250-545-2911,
Custom Metal & Heating,https://www.customsheetmetalandheating.com/contact-us,250-549-3316,
Cyndi's Pet Sitting Services,,250-938-3847,
Cypress Funeral & Cremation Services,https://cypressfuneral.ca/contact/,(250) 558-0866,
D & P Design & Construction,,250-309-0099,
D. R. Robertson Injury Law,https://limburi-ca.com/contact/,236-426-3572,
D.A. Mechanical,,250-307-3313,
Dairy Farmers Of Canada,https://dairyfarmersofcanada.ca/en/dairy-in-canada,613 236 9997,
Dairy Queen,,778 442 1200,
Damian Pighin Prec,,250-938-7253,
Dan & Judi Reinhardt Real Estate Team,https://danreinhardt.com/,250-309-9111,
Dan's Garage,,778-475-3410,
Dan's Mobile Auto & Recreational Repairs,,250-307-8293,
Dancing Scissors Salon,,250-938-0510,
Dancy Pants Boutique,http://www.dancypantsboutique.com/contact,250-542-7192,
Danica Djordjevich,https://www.skatingscores.com/,250-546-2111,
Daniel Poulin Law,https://poulinlaw.ca/contact-us,(236) 426-2555,
Daniela Levesque Interior Design,https://sageinteriordesign.ca/contact/,250-862-0927,
Danielle's Dog Grooming,,250-540-7301,
Darin's Plumbing Ltd,,250-542-9869,
Darlene Sommerfeld - Realtor - Property Manager,https://darlenesommerfeld.royallepage.ca/,250-540-8015,
Dave Drexel,https://orcid.org/404,250-212-5419,
Dave's Mobile Mechanic Services,https://mobilemechanic.com/,250-542-1906,
David Mardiros Law Office,,778-475-4543,
David Venter Chartered Professional Accountant Inc,https://www.venter.ca/contact,(778) 215-4695,
Davidson Lawyers LLP,,(250) 542-1177,
Davison Orchards Country Village,https://www.davisonorchards.ca/contact,(250) 549-3266,
Days Inn Vernon,,250-549-2224,
"Dc Flooring Supplies - Vernon, Bc",https://www.prosol.ca/dcflooringsuppliesacquisition/contact,250-503-5012,
Dcr Contracting,,250-862-1746,
"Deanna Beaudoin, Edward Jones Financial Advisor",https://www.edwardjones.ca/ca-en/contact-us,(778) 790-0840,
Deano's Landscaping & Excavating,http://deanoslandscaping.com/,250-548-3041,
deBoersap Refinishing,https://www.deboersaprefinishing.ca/,(250) 545-3813,
Deborah's Tile In Style,,250-545-2050,
Decalme Graphics,,250-545-7240,
Dedora Schoenne Appraisers,https://dsappraisers.com/contact-us,(250) 542-2222,
Del Selin Gunsmith Ltd,https://www.henryusa.com/contact-henry-repeating/,(250) 545-6413,
Delaney Properties,https://www.starofservice.ca/,(250) 550-2120,
Delia's Nails,https://www.deliasnails.ca/,(250) 503-6116,
Dennis Desrochers RMT,https://accounts.janeapp.com/lookup?referrer=dennisdesrochersrmt.janeapp.com#staff_member/1,250-550-8633,
Desnoyer Sharon Royal LePage,https://www.royallepage.ca/en/contact-us,250-503-6509,
Destanne Norris Of Waterline Studio,,250 307 1611,
Deuto Construction Ltd.,,250-309-1090,
Devco Industries Ltd,,250-558-1166,
DHW Enterprises,,250-546-9916,
Diamond Parking Ltd,https://www.diamondparking.ca/contact-us/,1-888-587-1111,
Diamond West Builders,https://www.diamondwestbuilders.ca/contact/,250 550 4396,
Dianna April,,250-938-8050,
Dieters Auto Repair,,250-545-2980,
Digger Civil Contractors Ltd,https://www.diggersconstruction.ca/contact-jobs-vernon/,250.545.0771,
Dignity Memorial - First Memorial Funeral Services,https://www.dignitymemorial.com/contact-us,8003434464,
Diner on Six,,(778) 475-5979,
Direct Energy Business Services Fax Line,,250-503-5427,
Direct Travel,,(250) 542-5371,
Dirty Paws Dog Adventures,https://www.vernoncrateescape.com/contact,250-309-9227,
Discovery Consultants,https://discoveryconsultants.com/,(250) 542-8960,
Discovery Optometry,https://discoveryoptometry.com/contact/,(250) 503-2020,
Distinct Cribbing & Framing Inc,,250-938-3768,
Distinctive Décor Antiques,https://www.vancouverisawesome.com/tri-city-news-archive,(250) 549-5010,
District of Coldstream,https://www.coldstream.ca/contact,(250) 545-5304,
Diversity Den Society,https://www.diversityden.ca/,(250) 241-0745,
Dogwood Records,https://dogwoodrecords.carrd.co/,(236) 426-2646,
Dollar Dollar Armstrong,,250 546 0535,
Dollar Dollar Lumby,,1-250-547-9848,
Dollar Tree,https://locations.dollartreecanada.com/,+1-250-545-9363,
Dollarama,https://www.dollarama.com/,2502758263,
Don Aoki,,250-309-0303,
Don's Bobcat,,250-766-0672,
Donald David Furniture Design,,250-558-5779,
Donald's Machine Works,https://www.donaldsmachine.ca/contact,250 542 5557,
Dorian's Greek Taverna,https://doriansgreektaverna.ca/contact-us/,250-558-5100,
Down Under Pipe Inspection Ltd,,(250) 938-1213,
Downtown Royal LePage Ltd,https://www.royallepage.ca/en/contact-us,250-545-8325,
Dr Christopher Ciriello,https://www.cornerstonedental.ca/site/home,250-545-5604,
Dr F B Healey Inc,,(250) 545-3233,
"Dr Gary Wessels, Inc",https://thevernondentist.com/contact/,(250) 542-1045,
Dr Greg Kosar,https://winfielddentalcentre.ca/contact/,250-766-1003,
Dr Gregory Campbell Inc,https://www.ontariodoctordirectory.ca/contact.html,250-545-8384,
Dr Michael Cooke,https://www.vernonpediatrics.org/contact-us,(250) 558-5506,
Dr Michael Kwasnek,https://nowhealthnetwork.com/,250-545-3318,
Dr Trent Sunderland,http://sunderlanddental.com/contact,250-549-5205,
"Dr. Abdel-Kader Inc.,",https://www.bcdoctordirectory.ca/contact,(250) 542-3475,
Dr. Alfred T. Chan Medical Inc,https://www.healthdoc.ca/contact,(250) 545-2034,
Dr. Deborah Zokol,,250-548-3535,
Dr. Fred Dyck Inc,,(250) 542-5520,
Dr. Hamish Hwang,https://doctorhwang.ca/,250-545-2288,
Dr. J.Mark Wasylyk Inc,https://www.health-local.com/,(250) 545-2169,
Dr. Kenneth P Lawrence,https://kpldental.ca/contact,(250) 549-3113,
Dr. Louis B. Boucher Medical Services Inc,https://infonews.ca,2505492266,
Dr. Paul C. Smylie Inc,,(250) 542-6033,
Dr. Phebe-Jane Poole,https://pjpoole.com/contact-us/,(250) 307-3015,
Dr. Pritpal Dhaliwal,,250-545-3300,
Dr. Shawn Lee Corp,,2505421315,
"Dr. Teresa Cline, Dnm",https://www.drteresa.ca/contact,250 214 3344,
Drain Flowz Plumbing,,250-550-5023,
Drawing It Out,https://www.drawingitout.com/contact,778 558 3544,
Drax,https://www.drax.com/contact-us/,(250) 258-8672,
Driving Miss Daisy,https://drivingmissdaisy.ca/contact/,250 540 0975,
Ductman Heating and Air Conditioning.,,250-503-6749,
Dugas Law,https://www.bclawyers.ca/contact/,(778) 475-5924,
Dugas M Shane,https://www.rpmmarinas.com/en/contact/,+17054571473,
Dugas O'Quinn,,778-475-5964,
Dunbar Automotive,https://www.dunbarauto.ca/contact-us,(250) 545-7733,
Duniy Construction Co,,250-215-5569,
Dwayne Bell Excavating,,250-833-2534,
Dyck Patricia Royal LePage,https://www.royallepage.ca/en/contact-us,250-558-3401,
E&S Quality Air Ltd.,,250-351-9495,
Eagle Industries 2018 Ltd,https://lexnau.com/,250-545-2711,
Eagle Rock Plumbing & Heating,,(250) 540-8166,
Eagle Rock Towing,https://www.eaglerocktowing.com/contact-us,250 546 8290,
Eaglerock Crane & Welding,,250 309 0982,
Earls Restaurant,,(250) 542-3370,
Earth Effects Landscaping,,250-308-6562,
East Hill Auto & Truck Repair,,250-542-5494,
East Hill Crossing Café,https://easthilleatery.com/,236-426-0330,
Eatology,https://www.eatology.ca/contact/,(236) 426-4400,
Ebenezer's,https://lmusic.kz/,(250) 542-0980,
Ebus,https://www.myebus.ca/contact/,1-877-769-3287,
Eclipse,,250-548-3609,
Ecora,https://www.workopolis.com/,250-469-9757,
Ed's Mobile Kayaking,https://edskayak.ca/contact/,250-550-5980,
Edge Apparel and Imprints,https://edgeimprints.com/contact/,(236) 426-2250,
Edge Of The Earth Winery,https://edgeearth.ca/,250 546 2164,
Edible Canvas Grill Ltd,,250-549-1499,
Edo Japan,,(250) 275-1588,
EH PLUS Mechanical,,250-542-7757,
Eileen Loewen Realtor,https://okanaganestates.com/contact.html,250-275-6565,
Elemental Family Counselling,https://www.elementalfamilycounselling.ca/,(236) 428-4994,
Elements Bus Repair and Parts Ltd.,https://ca.nextdoor.com/,(778) 319-2630,
Elevated Building Envelopes Ltd,https://elevatedbe.com/contact-us/,(250) 542-5544,
Elice's Printopia,,250-558-0633,
Emax Business Services,,250-766-9190,
EMCO Corporation,,250-542-4355,
Emerald Estate Cleaning Services,,250-307-4281,
End of the Roll,,(250) 558-0401,
End2End Roofing Vernon Bc,,778-717-2381,
Enderby & District Museum and Archives,https://www.enderbymuseum.ca/,+1 2508387170,
Enderby Imports,,250-838-5545,
Enderby Preschool Society,https://www.enderbypreschool.org/contact-us.html,250-838-6676,
Enhance Studio Medi-Spa,https://enhancestudio.com/,250-542-8807,
Enlighten Hair & Tanning Salon,,(250) 351-4349,
Enve Laser & Aesthetics,https://www.envelaser.ca/contact,204-271-4993,
Envy Apparel,https://www.envyapparelfit.com/contact,250-545-4004,
EPS Electric Ltd,https://www.electricpower.cc/contact,(250) 306-0215,
Errands and Beyond,https://errandsandbeyond.ca/contact-us,(250) 309-3425,
eSafetyFirst Canada,https://esafetyfirst.com/courses/whmis/,(866) 470-7740,
Escape Tanning & Esthetics,https://okanagango.com/contact/,250 307 4566,
Esi Electrical Solutions Inc,,1-855-838-0072,
Eunike Boutique,,(250) 549-1304,
Euphoria Wellness Retreat,https://vernonscout.ca/contact/,236-426-2262,
Everdene Consulting,http://www.everdeneconsulting.com/contact,(778) 988-7153,
Evergreen Building Maintenance,https://evergreenmaintenance.ca/contact/,(647) 494-9436,
Evolve Beyond Education Solutions,https://www.evolveeducationsolutions.com/contact,(780) 897-4744,
Evolve Digital Solutions LTD,,(905) 717-3725,
Evolve HairStudio,,778-475-5907,
Evolve Leadership Developmen T,,250 503 7786,
Ex Nihilo Vineyards & Tasting Room,,250-766-5522,
Excalibur Printing,https://www.printfactory.ca/contact-us,250-542-5511,
Excel Fitness Inc,,250-307-7361,
Exclusive Marine Sales,https://www.exclusiveautomarine.com,(778) 943-2177,
Exel Exteriors,https://www.exelexteriors.ca/contact/,250-309-7574,
Express Hot Water Heaters & Plumbing Service,https://www.keybusinessconnect.com/,250-541-1315,
Fair Realty - Stephanie Sexsmith,,(250) 503 6809,
Fairfield Inn & Suites by Marriott,,250-260-7829,
Fairview Family Law,https://www.fairviewfamilylawbc.com/,250-542-7550,
Faith & Co,,250-542-7081,
Falkland Towing & Salvage,https://uscarjunker.com/contact-us,250-351-9666,
Fam Care Medical,https://pathwaysmedicalcare.ca/contact/,250-549-1216,
Family Chiropractor,https://armstrongfc.com/,250 832 4186,
Family Dentistry,https://derektownsend.com/contact,250-766-2488,
Family Matters Counselling,https://www.familymatterscounselling.com/,250-938-6022,
Family Tax Time,https://familytaxtime.ca/contact/,2503517449,
Farmer's Market Association of Lake Country,https://www.derekleippi.com/contact,+1-250-317-7881,
Farmhouse Pizza and Donair Ltd,https://www.farmhousepizzaanddonair.com/,(250) 503-0110,
Farmstrong Cider Company,https://www.farmstrongcider.com/,250 309 2609,
Farrer Rentals Ltd. (also dba Ren-Con Supply),https://rencon.ca/,(250) 545-9108,
Farrer Todd Century 21,,250-503-6335,
FBBC Fitness,,778-475-0111,
Fenske Financial Coaching & Planning,https://www.fenskefinancialcoaching.com/contact-us,(250) 306-1256,
Ferguson Roofing,,250-379-2201,
Fermco Party Shoppe,https://www.fermcorentalsandsales.ca/contact/,(250) 549-2002,
Fieldnotes Market,https://www.fieldnotesmarket.ca/,250 884 2331,
Fields,,1-250-547-8735,
Fieldstone Organics,https://www.fieldstoneorganics.ca/contact/,250 546 4558,
Fifth Generation Plumbing & Heating Inc,,250-542-5052,
Fig Bistro (The),https://vernon.com/contact,(250) 558-5983,
Final Touch,https://www.finaltouchgroup.com/contact,250 546 1949,
Finesse Business Services,,250-542-2112,
Fintry Contracting Ltd,,250-766-0522,
Firefly Eatery,,(236) 873-2863,
Firefly Travel Solutions,,250-545-5085,
First Choice Haircutters,https://www.firstchoice.com/contact,250-260-5852,
First Data,https://www.clover.com/ca?utm_source=chamber_banner&utm_camp,(905) 282-6176,
First Nations Employment Services,https://www.vernonfirstnationsfriendshipcentre.com/contact-us/,(250) 558-3345,
Fisher's Home Hardware,https://www.homehardware.ca/en/landing/contact-us,2505424321,
Five Fathoms Tattoo,https://www.fivefathomstattoo.com/contact-us,(250) 260-7843,
Five Star Awards Ltd,http://www.fivestarawards.ca/contact-us,(250) 275-2600,
Flesh Body Piercing,https://www.fleshbodypiercing.com/contact,(250) 306-7038,
Fletcher's Keep Senior Dog Foundation,,(250) 564-2334,
Flooring Hub Vernon The,,778-475-7700,
Flow Marshall Arts & Fitness,,778-443-5004,
Flow Physiotherapy and Wellness,https://flowphysio.ca/,(250) 541-9333,
Foothill Rocks Import + Export Inc,https://www.foothillrocks.com/,(250) 503-4731,
Foothills Contracting & Bobcat Service,,250-558-8133,
For Good Measure Inc,,(250) 307-0076,
For Men Only Barbershop,https://vernonbarbershop.ca/,(250) 549-1017,
Forge Valley Fitness,https://forgevalleyfitness.com/,778-475-3234,
Fortune Creek Ida Pharmacy,https://fortunecreekidapharmacy.com/contact/,250 546 1411,
Fortune Creek Kennels,http://www.fortunecreekkennels.com/,(250) 546-8639,
Fortune's Landing Motel,https://enderbymotel.ca/contact,+1-250-838-6825,
Foto Shoppe 1 hour,,250-558-1105,
Fountain Tire,https://www.fountaintire.com/contact-us,18002226481,
Fountain Tire Vernon,,(778) 475-0054,
Four Point Electric Inc,https://www.fourpointelectric.ca/contact,236-578-2001,
Fox and Sons,https://foxandsons.ca/contact-us/,8336490864,
Francks Gary Re/Max,,250-260-4711,
Frank's Plumbing & Heating Ltd,https://franksphc.com/,250-542-9734,
Fraser Financial Group: IPC Investment Corporation,https://fraserfinancialkamloops.com/,250-377-7664,
Freedom Body Piercing and Tattoo,,(250) 558-3733,
Freedom Flight School,https://www.freedomflightschool.com/,250-891-4447,
Frenchie's European Spa & Retreat,https://europeanspa.ae/,250-766-1982,
Fresh Lemongrass Vietnamese Restaurant,,778-475-1688,
Fresh Start Interiors,https://vernonsinteriors.co.uk/,(403) 667-6671,
FreshCo Pharmacy,https://oatrx.ca/contact,250-542-8008,
FreshMart,https://www.freshmart.ca/,1-250-547-2236,
Friesen's Country Tyme Gardens,https://www.friesenscountrytyme.com/contact/,250-549-3587,
Fringe Welding & Fabrication,,250-540-0427,
Frugal Frocks,https://www.frugalfrocks.ca/,250 546 3448,
Full Charge Cycles (formerly Vernon E Ride),,(236) 426-4002,
Full Lotus Recreational Decks,,778-475-4009,
Full Throttle Small Engine Services,https://www.uhaul.com/Contact/,250-547-2224,
Furmanek Jewellers,https://furmanekjewellers.com/vernon-jewellers-contact-us/,(250) 549-3737,
Fusion Hair Studio,,250-766-2099,
G & B Fuels,https://gbfuels.biz/contact-us/,+1-250-838-2225,
G-Con Ltd,https://www.engineer.bz/contact,778-930-1335,
G.R.S. Enterprises Ltd,,250 546 9101,
Gantry CNC Sign Co,https://www.cnc-dabai.com/contact-us,778-475-1234,
Garland Yard Services,,780-207-5384,
Gathering Grounds Thrift,,778 442 0019,
Gatzke Orchard,https://www.gatzkeorchard.com/,250-548-3444,
Gavin Lawrence Photo,https://gavinlawrencephoto.com/,250-819-3220,
Geordies Custom Welding,http://www.geordiescustomwelding.ca/contact.html,250-307-5554,
George's Crane Service,,250-549-1784,
Get Colour Copies,https://www.getcolourcopies.ca/contact-us,250-260-1970,
Gibson Accounting,https://www.gibsonaccounting.ca/contact/,250-545-7374,
Gibson Contracting,,250-469-9704,
Gilbert Supply Co Ltd,,250-546-0025,
Gilmay RV,https://gilmay.ca/contact/,(250) 503-2221,
Given Massage,,250-307-5854,
Glad Tidings Pentecostal Church,https://www.gladtidingsarmstrong.ca/,250 546 3818,
Glenbawn Landscape Construction Ltd,https://www.glenbawn.ca/contact,(250) 899-8985,
Glendale Roofing & Renovations,,250-308-1193,
Global West Commercial,,250-503-3477,
Glohaven Community Hub,https://glohaven.com/contact,(250) 503-6126,
Go Eco Mechanical Ltd.,https://goecomechanical.com/contact/,250-212-9748,
Go Green Clean ! - Salmon Arm / Enderby,https://sshss.ca/,250-833-8911,
Go Local Post Cards,,250 540 5904,
Godard Excavating & Bobcat Services,https://www.godardexcavating.com/contact/,250 938 1000,
Goertzen Residential Design,,(250) 549-7095,
Gold Panner Campground,https://campgoldpanner.com/,250-463-4653,
Gold'N Time Jewellery,https://www.goldntime.ca/contact,(250) 545-7997,
Good 'N' Plenty Produce,,250 546 6862,
Gorman Bros Lumber LTD,https://www.gormanbros.com/contact-us/,1-250-768-5131,
Government Of Canada,https://www.canada.ca/errors/404.html,1 800 622 6232,
Graham's Eye-Tech Optical,,250-838-5541,
Grande Plumbing and Heating,,250-309-0916,
Grandpa's Heart at Nicklen Lake,https://www.grandpasheart.ca/contact,604-799-8851,
Graphic Enterprises Signs & Designs Ltd,https://graphicenterprises.ca/contact/,(250) 549-6611,
Gray Monk Estate Winery,https://graymonk.com/contact/,250-999-1294,
Great Canadian Oil Change,https://www.gcoc.ca/contact-us/,+1-844-469-4262,
Great Wall Restaurant,https://great-wall-restaurant-armstrong.res-menu.com/contact,250 546 8284,
Green Fever Innovation,,250-309-7547,
Green Valley Estates,https://www.baptisthousing.org/contact-us,250 546 3933,
Green Velvet Lawn & Tree Care,https://www.greenvelvet.ca/,(250) 542-8719,
Greenstone Solutions,,(250) 212-5803,
Greenway Electrical Ltd,,250-448-7474,
Grillers Meats & Eats,,(250) 549-3100,
Grounds Guys Landscape Management,https://www.groundsguys.ca/contact/,(250) 545-3863,
Gudeit Bros. Contracting LTD,,1-250-547-9899,
Gumtree Catering,https://www.gumtreecatering.com/,(250) 558-7555,
H & L Glass Ltd,,250-541-1168,
H&R Block,,2505493332,
H20 Plumbing & Heating,,250-766-0863,
Hagemann Jewellers,https://www.hagemannjewellers.com/contact/,(250) 545-1528,
Hagley Heating and Air Conditioning Co,,250-542-9695,
Hair By Laura,https://lauraashleyesthetics.com/,(250) 549-4441,
Hair Loft,https://centralhours.com/contact/,250-545-1660,
Hakkaart Krystal Dr,https://elevateyoursmile.ca/,250-549-5115,
Halo Aftercare & Pet Cremation,https://armstrong-bc.allcanadachurches.com/,250-308-8383,
Hammerhead Construction,,250-309-3193,
Handy Guys Home Renovation & Repair Inc,https://handyguys.ca/contact-us,250-549-0975,
Handy Ma'Am,,250 546 6768,
Handyman Hands,https://www.nexdu.com/,(250) 307-8772,
Hansen Engraving & Awards,https://shiningawards.com,250-766-1727,
Hardy Construction And Renovation,,250-308-8818,
Harper Private Wealth at Wellington-Altus Private Wealth,https://advisor.wellington-altus.ca/harperprivatewealth/,(236) 600-5951,
Harries Construction,https://harriesconstruction.ca/contact-us/,250-545-6018,
Harris Krista,http://okca.ca/contact,250-558-3500,
Hartwood North Farm,https://expireddomains.com/domain/hartwoodnorthfarm.com,250 558 6804,
Haru Sushi & Grill,,250 546 9300,
Haugen Community Healthcare Society,,250 546 3825,
Haveli Indian Cuisine,,250-503-3033,
Hawthorn Farm Studio,https://hawthornfarmstudio.ca/,250-309-1368,
Haze Tattoo,https://www.tattooed.co/contact,2364261399,
Headlines Salon,,(250) 542-8121,
Health First Chiropractic,https://www.healthfirstchiro.net/contact-us,250-766-2141,
Heemskerk Accounting,,778-475-4997,
"Heidelberg Materials, Concrete",https://www.heidelbergmaterials.us/contact,250-545-3371,
"Heidi Mccartney, Rmt",,250 309 6415,
Heidi Thompson Art Gallery,https://heidithompson.ca/contact,250-542-1551,
Helmut's Sausage Kitchen,https://helmuts.ca/contact-us,250-260-3281,
Henchez Painting,,250-546-0699,
Heron Painting,,250-307-7079,
Hewitson Earthworks,,250-808-2483,
"Hey, It’s Dave! - Professional Painting Services",https://heyitsdavepainting.com/contact,(250) 488-5676,
Hi Pro Branded Solutions,https://www.hiprobrandedsolutions.com/contact,(250) 542-3373,
Hi-Pro Sporting Goods,https://hiprosports.net/contact-us/,250 308 4612,
HiFi Attic,https://hifiattic.ca/contact/,250-260-3336,
High Country Insulation,https://www.highcountryinsulation.ca/contact-us,250 546 3456,
Highpoint Performance & Recovery,https://yourhighpoint.ca/contact,250-503-8488,
Highview Bed & Breakfast,,250-542-5367,
Hildebrandt Homes,https://www.vernonbchomebuilder.ca/,250-309-4986,
Hillside Auto Services Ltd,,778-402-7432,
Hilltop Subaru,https://www.hilltopsubaru.com/contact/,(844) 989-3211,
Hivac Company Ltd.,https://hvaccontractorwaco.com/,250-545-5242,
Hodge & Associates,,1-250-542-4048,
Hogies Towing,https://hogies.ca/,250 546 3472,
"Hokhold, Dr. Andrew N",https://www.hokholdinc.com/contact-us/contact-information-office-map/,(250) 545-9057,
Holiday Inn Express Hotel & Suites,,(250) 550-7777,
Home Building Centre - Vernon,,(250) 545-5384,
Home For Dinner,https://homefordinner.info/,250-549-3145,
Home n Work Mortgages,https://kal-mor.com/contact/,250-306-0714,
Homefront Plumbing Ltd,,250-766-1013,
HomeSense,,+1-250-275-7281,
Homespun Haven,,250 546 3224,
Hometown Enterprises (2009) Ltd,,250-545-5162,
Honest Renovations,,250-550-4535,
Hornby Equipment,,250 546 3033,
Hot Spot on 6,https://www.hotspoton6.com/contact,778-475-2828,
House Of Dwarfs Daycare,,250-542-3736,
HR Covered,https://www.hrcovered.com/contact-us/,1-866-606-0149,
HSBC,,250-542-3345,
Http://Www.Androidcreditcardprocessingandmerchan ta,https://www.mondadoristore.it/contact,778-480-4995,
Hub International Insurance,https://www.hubinternational.com/contact-us,250 546 8787,
Hullcar & Deep Creek Community Hall Society,,250 546 1944,
Hungry Jack's Cafe,,250-838-6811,
Hunters Range Snowmobile Association,,250-575-2788,
Husky,https://vernon.cdncompanies.com/,+1-250-549-3034,
Hwy 6 Mini Storage,https://hwy6ministorage.ca/,1-250-547-2090,
Hytec - A Kohler Company,https://www.hytec.ca/contact-us,250 546 3196,
I-Con Excavation Ltd,,250-503-6088,
IA Financial Group,https://ia.ca/contact,(250) 309-2298,
Iconic Gift Shop,https://shops.mountvernon.org/,(778) 463-4009,
